from	to	interaction_count	edge_betweenness
7892	9517	0.7	84.8619788636435
7892	10344	0.81	11.7368875373453
7949	7977	0.69	70.6087301587302
7977	8153	0.54	247.042857142857
8153	12223	0.56	795
8480	9052	0.57	113.222849210212
8480	10425	0.71	12.9092865467865
8480	9286	0.58	13.3652533553274
8480	9991	0.65	9.52358607326395
8480	9437	0.5	46.9494217799103
8777	12727	0.77	67
9052	12223	0.51	832
9052	9991	0.7	17.4264806519846
9286	10344	0.67	34.4478049610796
9437	9664	0.69	7.91667337146151
