name	asv_id	betweenness	color	taxon	ASV_color	genus_name	genus_color	family_name	family_color	order_name	order_color	class_name	class_color	phylum_name	phylum_color
6246	7dfdee18c3d950afe7e07edd427624aa	0.0132146111181974	#8AE68A	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Bacillales_D; f__Amphibacillaceae	#B9AADC	Unknown	#555555	Amphibacillaceae	#FF3B73	Bacillales_D	#FB4070	Bacilli_A	#BB8722	Bacillota_I	#B6860D
6353	7fe6237b9839dd4cdc6e2e7a76d1b3a9	0.0339684137857558	#8A8AE6	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Aerococcaceae; g__Globicatella	#FBAEE6	Globicatella	#0D66D8	Aerococcaceae	#831600	Lactobacillales	#B7850D	Bacilli_A	#BB8722	Bacillota_I	#B6860D
6894	8a7ecd8f020b5b1887edfa69d2c80b29	0.0221189553800716	#8A8AE6	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__Sphingobacterium jejuense	#A55832	Sphingobacterium	#760DFF	Sphingobacteriaceae	#FC00A4	Sphingobacteriales	#FD0032	Bacteroidia	#FF00E9	Bacteroidota	#2E1682
6909	8ab72adb75e08df15fd882c39aadf50d	0.0040903201553068	#8AE68A	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_B_877923; f__Flavobacteriaceae; g__Flavobacterium	#3B476A	Flavobacterium	#FC0D5C	Flavobacteriaceae	#A01680	Flavobacteriales_B_877923	#912E35	Bacteroidia	#FF00E9	Bacteroidota	#2E1682
6993	8c5fbca229d77213a77734042f4f7f98	0.0145233956873462	#E68A8A	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Bacillales_D; f__Amphibacillaceae; g__Lentibacillus_C_287047; s__	#8F920D	Lentibacillus_C_287047	#B671C7	Amphibacillaceae	#FF3B73	Bacillales_D	#FB4070	Bacilli_A	#BB8722	Bacillota_I	#B6860D
7103	8e9832686b840acfcfde1c51159f9338	0.0361798287997516	#8A8AE6	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Cardiobacteriales; f__Wohlfahrtiimonadaceae; g__Wohlfahrtiimonas; s__	#A12263	Wohlfahrtiimonas	#D55FE6	Wohlfahrtiimonadaceae	#D840E4	Cardiobacteriales	#2E5886	Gammaproteobacteria	#CB72AF	Pseudomonadota	#A916FF
7132	8f1e011bf4bf805a8932aabec50e5f3d	0.00521785294064897	#8AE68A	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium	#F296B3	Sphingobacterium	#760DFF	Sphingobacteriaceae	#FC00A4	Sphingobacteriales	#FD0032	Bacteroidia	#FF00E9	Bacteroidota	#2E1682
7232	90d5a5616bf0930d99e067c8aa884b79	0	#E68A8A	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_B_877923; f__Weeksellaceae; g__Moheibacter; s__	#B6005C	Moheibacter	#E35A32	Weeksellaceae	#FF4D1C	Flavobacteriales_B_877923	#912E35	Bacteroidia	#FF00E9	Bacteroidota	#2E1682
7977	a0d7da25d08a0eec714a2068c05f244c	0.0132579768140419	#8AE68A	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_B_877923; f__Flavobacteriaceae; g__Flavobacterium; s__Myroides aquimaris	#C89B89	Flavobacterium	#FC0D5C	Flavobacteriaceae	#A01680	Flavobacteriales_B_877923	#912E35	Bacteroidia	#FF00E9	Bacteroidota	#2E1682
8153	a475ca84834c16f765bb6d40b064bd7f	0.0241804179912615	#E68A8A	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__MOL361; f__Turicibacteraceae; g__Turicibacter	#FD630D	Turicibacter	#B85694	Turicibacteraceae	#F416D4	MOL361	#4B66D6	Bacilli_A	#BB8722	Bacillota_I	#B6860D
8203	a586759a0e41fe261982bd56f0f2767e	0.037701215303111	#8A8AE6	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__; f__; g__; s__	#C5EDBC	Unknown	#555555	Unknown	#555555	Unknown	#555555	Bacilli_A	#BB8722	Bacillota_I	#B6860D
8223	a5d1217aa1cbc154c499796f9040d954	0	#E68A8A	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus	#9155A3	Staphylococcus	#B6778E	Staphylococcaceae	#9D3B91	Staphylococcales	#1C90F6	Bacilli_A	#BB8722	Bacillota_I	#B6860D
8370	a8b443a03f96310339c0f8f81b72122e	0.0341739881577641	#8A8AE6	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595373; g__Paenalcaligenes; s__Paenalcaligenes hermetiae	#D1EA91	Paenalcaligenes	#668CD0	Burkholderiaceae_A_595373	#53002A	Burkholderiales	#1C9ABE	Gammaproteobacteria	#CB72AF	Pseudomonadota	#A916FF
