from	to	interaction_count	edge_betweenness
2450	8370	0.98	13.680147622955
2450	10664	0.73	22.1384439403633
2450	12279	1	12.0930714008089
2559	3046	0.94	53.4384753425784
2559	3627	0.69	130.450444978493
2559	6007	1	34.4434604222265
2559	6894	0.59	70.1689360344578
2559	8203	0.95	80.9690389832683
2559	9917	1	51.1149236523915
2559	10088	0.72	130.450444978493
2559	12746	0.99	47.2841563259563
2735	2921	1	6.05310226940778
2735	3332	1	1.79666624225448
2735	3990	0.54	6.03855491953913
2735	4007	1	1.41666077530341
2735	5208	0.95	6.38982469623726
2735	5528	1	1.72999957558781
2735	5555	0.51	3.80186902946294
2735	6246	1	1.85499957558781
2735	6909	1	1.275
2735	7977	0.9	5.71312746608331
2735	9455	1	1.41666077530341
2735	10176	1	3.72083860144112
2735	10207	0.52	16.9188320391487
2735	10664	0.95	9.60033789790054
2735	11220	0.99	4.61874802768937
2735	11276	1	1.33279598001539
2735	11390	1	1.54090519095112
2735	12131	1	1.85499957558781
2735	12537	0.88	5.71312746608331
2843	2921	0.99	9.57041088270533
2843	3581	0.52	24.0457343277843
2843	3971	1	5.80388371076523
2843	3990	1	6.68574439810958
2843	9437	0.64	46.0970655487958
2843	10014	1	3.5580681250284
2843	12279	1	1.68986272784227
2893	3046	0.88	25.0570380645196
2893	3332	0.61	34.1809353714727
2893	3581	0.7	18.8695386831536
2893	5528	0.59	37.986498495705
2893	6246	0.68	39.00931853895
2893	8203	1	32.782342756696
2893	8370	0.52	18.4990439148637
2893	9917	0.91	61.8972479226368
2893	10207	0.88	14.0703456359384
2893	11011	1	20.7092284263724
2893	11220	1	23.4240411944921
2893	12746	0.87	47.9482519829461
2893	12131	0.57	39.00931853895
2893	12785	0.53	55.9926697048214
2921	3228	0.58	26.6403033460195
2921	3332	1	7.6232490510068
2921	3888	0.71	61.9888478169096
2921	3971	0.96	16.3216212918877
2921	3990	1	3.23492461673197
2921	4007	1	6.81581494386372
2921	5208	1	10.2820551812325
2921	5528	1	6.28047454900495
2921	5555	0.93	10.3729217681455
2921	6246	1	6.5313443998748
2921	6909	1	7.1443190282716
2921	7132	0.68	21.3649988856777
2921	7977	1	8.5554078792771
2921	9437	0.66	58.4865052318953
2921	9455	1	6.81581494386373
2921	10014	1	5.42196750425266
2921	10176	0.99	8.31031695708842
2921	10664	0.87	17.5152001299393
2921	11220	1	15.1126878987057
2921	11276	1	6.24172507453866
2921	12279	1	8.75515431838175
2921	11390	1	7.86157672071094
2921	12131	1	6.5313443998748
2921	12537	1	8.55540787927711
3046	5492	0.53	27.2740048394625
3046	6007	0.86	16.1896654878091
3046	8203	1	4.24083866834994
3046	9917	1	8.34215706575768
3046	10207	0.77	45.3708988268612
3046	11011	0.8	9.02268444646411
3046	12746	0.84	4.1177686348739
3228	3581	0.69	9.33520544464897
3228	3971	0.63	4.49959663334276
3228	5555	0.74	6.70855338242155
3228	7132	0.54	7.40055211305211
3228	8370	0.73	14.4057118462587
3228	10176	0.54	8.53843869933336
3228	11220	0.56	10.9511106464093
3332	3990	0.54	7.534429722521
3332	4007	1	2.58439282233025
3332	5528	1	1.31666666666667
3332	5555	0.58	4.35687789149771
3332	6246	1	1.19166666666667
3332	6909	1	1.83083721833722
3332	7977	0.68	9.09889500571828
3332	9455	1	2.58439282233026
3332	10176	1	3.53124860509376
3332	10207	0.84	11.2522784160425
3332	10664	0.99	7.59679466415715
3332	11220	1	2.73031208791477
3332	11276	1	2.49789209559179
3332	11390	1	2.73730219396172
3332	12131	1	1.19166666666667
3332	12537	0.7	9.09889500571829
3453	3627	1	7.94007936507936
3453	3826	1	1
3453	5233	1	1
3453	5819	0.98	1
3453	5942	1	1
3453	6086	1	1
3453	6096	1	1
3453	6993	0.99	3.79166666666667
3453	7232	1	1
3453	8153	1	6.83066378066378
3453	9052	0.99	3.79166666666667
3453	10088	1	7.94007936507936
3453	12727	1	1
3581	3971	0.83	13.3650744859086
3581	5492	0.9	6.5101422339838
3581	7103	0.87	16.6247320948025
3581	8203	0.57	45.7568675287425
3581	8370	1	2.94925221514685
3581	11011	0.73	23.2606779434616
3581	12239	0.9	16.450239141064
3606	4040	0.98	12.5274186135807
3606	6353	0.65	24.7073938271781
3606	8203	0.8	33.283616745083
3606	9917	0.83	12.8731535659887
3606	12746	0.67	14.9845172023524
3606	12785	0.51	10.4106060920916
3627	3826	1	7.94007936507936
3627	5233	1	7.94007936507936
3627	5819	0.86	7.94007936507936
3627	5942	1	7.94007936507936
3627	6086	1	7.94007936507936
3627	6096	1	7.94007936507936
3627	6993	0.99	8.77385242385242
3627	7232	1	7.94007936507936
3627	8153	1	8.63285440613027
3627	9052	0.98	8.77385242385242
3627	10088	1	1
3627	12727	1	7.94007936507937
3826	5233	1	1
