Feature ID	Taxon	Confidence
0a5f8101603f5ac8ab7d5deadd2003f7	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Microbacteriaceae; g__Leucobacter	0.8166267565138673
0a62b8c53902154f8c1224c811609091	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Microbacteriaceae	0.999257171550207
0af85d90cedf5a3f858270235c9b52cb	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_B_877923; f__Flavobacteriaceae; g__Flavobacterium	0.9999999999968309
0b390272b691f14343aa5008eceb2455	d__Bacteria; p__Spirochaetota; c__Spirochaetia; o__Treponematales; f__Treponemataceae; g__Treponema_D; s__	0.9999938138545653
0b79cf9c982b09e9fe6945abe3f56d88	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_650611; f__Pseudomonadaceae; g__Halopseudomonas_650606; s__Halopseudomonas salegens	0.9942028181827658
0b7ed95f82ca2fa6a617da10a86906d6	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421; g__Lampropedia; s__Lampropedia hyalina	0.9583397733863414
0bd6a3af28cc3bcf1934e6f8bcb06514	d__Bacteria; p__Bacillota_I; c__Bacilli_A	0.9999360905979238
0bde99688547da5c4e18c96cede5320b	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium	0.9741802930210496
0bfa03f19d0e7a70cee347f2d8677b00	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium	0.9999999914495866
0c1666ef8973b7ee17183c4b76122937	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Thermoactinomycetales_367745; f__Thermoactinomycetaceae_367745; g__Thermoactinomyces_A; s__Thermoactinomyces_A vulgaris	0.9994192402209907
0c2f7b2a768b7965d66ab74c379ad80b	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Pirellulales; f__Pirellulaceae; g__Pirellula_B_754616; s__Pirellula_B_754616 sp001610875	0.9998168215933018
0ce356f26149ff3698ed3229f48cdbf5	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae	0.9999999982450755
0d03c41c5394838f1271ef52743d3ee6	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Cellulosilyticaceae; g__Cellulosilyticum; s__	0.9983594990982291
0d06e71ce78e75cd115406a5d1e84f7e	d__Bacteria; p__Campylobacterota_A; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Aliarcobacter_475806; s__Aliarcobacter skirrowii	0.9989424373355866
0d2508498ea77db8224ea5b23ead964c	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Brevundimonas; s__Brevundimonas naejangsanensis	0.973358554162957
0d4f8c7adeb1a4f9347c6b77a8b3f5f8	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Blautia_A_142742; s__	0.9999932157860114
0d839370db69a774b85efc77e3a5331b	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micavibrionales; f__Micavibrionaceae; g__UBA1573; s__	0.9999999998910312
0d8cfebb1a306a616fcb0b57b4f283b7	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Scrofimicrobium; s__Scrofimicrobium canadense	0.9999646014599656
0da5ff408bc2d45f5f4049d5b3339e1b	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Bacillales_D; f__Amphibacillaceae; g__Virgibacillus_E_287324; s__Virgibacillus_E_287324 halodenitrificans	0.7459607626617578
0dae7f027dcb4343cccfdc3e9f3af153	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Tissierellales; f__Sedimentibacteraceae; g__Sedimentibacter; s__Sedimentibacter hydroxybenzoicus	0.963494252570815
0dc8e0e89e89cf4f0c71808666f6c6e7	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_650611; f__Pseudomonadaceae	0.9999999689785003
0e1830abfbd91acfcc2ba30035b6f80f	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Vagococcaceae; g__Vagococcus_A; s__Vagococcus_A lutrae	0.9288470145207387
0e3c256f733f8976de04a25593cc6bf9	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Oscillospirales; f__Oscillospiraceae_88309	0.9999993513807923
0e68a699515b5e08408aaee59b5e9608	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_650611; f__Pseudomonadaceae; g__Pseudomonas_E_648040; s__Pseudomonas_E_648040 mangrovi	0.990576269863188
0e6a5adb6a970ec46ec73bb9d63feaa5	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Planctomycetales; f__Planctomycetaceae; g__Planctomicrobium; s__Planctomicrobium piriforme	0.9999025682893542
0e88942f65a71e9a98695b06b816e5e5	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales	0.9999999998705154
0e9c7046aa7b19e63bd8efa772b64340	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Micavibrionales; f__UBA2020; g__JAPWJZ01; s__JAPWJZ01 sp004297545	0.9999999844802263
0eb8e63cb8f7cb7aa58b403dc29da7de	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_660879; f__Moraxellaceae; g__Acinetobacter; s__Acinetobacter soli	0.8680610873625216
0f11dc7025c47b6393c493f086cc20bd	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Erysipelothrix; s__	0.9999985130536515
0f2d4b23971944355504f4d70d4ac88c	d__Bacteria; p__Bacillota_I; c__Bacilli_A	0.9999140681223095
0f5f7693288de84f4ade2e6abaa2440f	d__Archaea; p__Thermoproteota; c__Nitrososphaeria_A; o__Nitrososphaerales; f__Nitrososphaeraceae; g__Nitrosocosmicus; s__Nitrosocosmicus hydrocola	0.9874586341247157
0f626570dd8320e6efa47f2ad84f90d1	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Dysgonomonadaceae; g__Proteiniphilum; s__	0.998457524898267
0f894593a4d1e9c8b59eb8858edfa8cb	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_650611; f__Pseudomonadaceae; g__Pseudomonas_H_648791; s__	0.9635485409604567
0f907d33bd483674432e5d29259eaae2	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_650611; f__Pseudomonadaceae; g__Pseudomonas_E_648040; s__Pseudomonas_E_648040 sp001446935	0.9330146378130574
106883fc9b374d6e0980ef17bacd6e57	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Scrofimicrobium; s__Scrofimicrobium canadense	0.9940464741897338
107aa7e6b56274803bffd1ccff5b2ee6	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_660879; f__Moraxellaceae; g__Acinetobacter	0.9999999998913092
10a001a8635ad17cc54f858e184b3a32	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__; f__; g__; s__	0.952843892592762
10aa4868e5eeffdbdd6cf795d0a64adc	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhizobiales_505101; f__Beijerinckiaceae; g__Methylobacterium	0.9999999709427433
1105eb1474516381f404eb6dcb63b0da	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Christensenellales; f__Aristaeellaceae; g__SFMI01; s__	0.997950409754458
112121887246ceb9b2fa27818e1e2df5	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides_H_857956; s__	0.8817308688333123
117a8405e544d0a1672281e477e6b3e5	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Gordonia_B_376796	0.9999044915640104
1180ef69c95a7c0064dcaa07a2997355	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__Flaviflexus	0.9975372301901675
1189d4ef3af60ba943cc73161a4097a9	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Mycobacteriaceae; g__Corynebacterium	0.9999999999158644
11a65e29bbe2beac7ab24179330756b6	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Propionibacteriales; f__Nocardioidaceae; g__Aeromicrobium; s__Aeromicrobium piscarium	0.9008502994250096
11addefd8df52115701b0fcfe23646c2	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Micrococcaceae; g__Enteractinococcus; s__Enteractinococcus coprophilus	0.7530143850438201
11b62f994bd2df6effe2093cc99f35f9	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Bacillales_D; f__Amphibacillaceae; g__Pseudogracilibacillus	0.8537286532920053
11d0f83e588ef29922331145c2732483	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Actinomycetaceae; g__; s__	0.9795971658126786
120fdc7913255519a5fb7db4f8f0772a	d__Bacteria; p__Planctomycetota; c__Planctomycetia; o__Isosphaerales; f__Isosphaeraceae; g__Singulisphaera	0.7485055287365787
12f5054a253f02c2d57c1cc135322bea	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Cellulomonadaceae; g__Actinotalea	0.7401889729384202
1333c4d66b76323e6c51bdebebaab1e3	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae	0.997824945794799
1357277b4f47cd8732a2707eca12fcdf	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Lactobacillales; f__Lactobacillaceae; g__Leuconostoc_B	0.9999998293463557
13574621d8ab9e9740c7d8adb8bbec11	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__RFN20; f__CAG-826; g__UBA1361; s__UBA1361 sp002069815	0.8427352664347991
136c7191e0643043625a1268129bac61	d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium_A	0.9999842695752206
1371bd66dda2aa794b3c8494691e56be	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Sphingobacterium; s__Sphingobacterium jejuense	0.9999980497692437
13946be049e22fc4b48f0b6d585e0076	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Microbacteriaceae	0.9999986289021567
139ef25ae0342ddbd630a2b45e61558a	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.9999770089595317
13e3bc854e7d121c52be5bf46f7ee381	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.9985134297057522
13e6542cd9ac20d726d0c5552fefba5b	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__UBA2999; g__WHSN01; s__	0.9999798602333575
13ed065f7c29d4ad4bd905e2dac77e19	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Tissierellales; f__Proteiniboraceae; g__Proteiniborus	0.999999557704278
13fef2a64f5e53981755eab56a1b6379	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_B_877923; f__Flavobacteriaceae; g__Flavobacterium; s__Myroides ceti	0.9424444517413925
1438d18ee635d7577c6af7ce7f1a9bd6	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Beutenbergiaceae	0.9343606485561536
14ab991838c7002947166524dc78a355	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Anaerorhabdus; s__Anaerorhabdus furcosa	0.9118555491685921
15a4c7b54d139a815a03e292e60e243b	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae_A_595421	0.9999998328311034
15b9b653b862b0145a6250c320a6e699	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Parapedobacter	0.9912646994568222
15f19c0648b076795f1e0def5a8be962	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_641030; f__Halomonadaceae_641030; g__Vreelandella_640984	0.94377904887217
15f7d8954356d6f088cebd190ae96773	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Thermoactinomycetales_367866; f__DSM-44946; g__Planifilum	0.9999940166909443
1603343ed7c2e542bb8add589421c29e	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_B_877923; f__Weeksellaceae; g__Empedobacter; s__Empedobacter stercoris	0.7753249062934563
165bccc58c92df3082f632f58fce6896	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria	0.9992394122222766
16899d21cf6ec43a0cb8e0639da5640e	d__Bacteria	0.9999999999999882
168e5d2d76bdb02cb9b237957f9121e3	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_J	0.9999999821420117
1693b72fb96d3fa45f67065ef3445042	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Mycobacteriales; f__Nakamurellaceae; g__Nakamurella; s__Nakamurella flavida	0.9662419462082097
16f484c7a1e93840ffc329f1d590e49c	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Dysgonomonadaceae; g__Proteiniphilum	0.9999441673363029
16fa353ce7a1c55cfc25ea72f93b8486	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Peptostreptococcales	0.8857060827764753
1700e4ebf44629beded18081bd489eca	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Bacillales_B_306087; f__Caldibacillaceae; g__Bacillus_J_295379	0.8990467711417914
171cbc81d18c4af09e49a24d9538a1b9	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Lachnospirales; f__Lachnospiraceae; g__Muricomes_149359; s__Muricomes intestini	0.9794298819532892
17a03b510c5b3c46f42e168bbaf5fb68	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Microbacteriaceae	0.9989496924895597
17a0c31cbf30a07688c288db58ee6b5a	d__Bacteria; p__Pseudomonadota; c__Gammaproteobacteria; o__Pseudomonadales_A_650612; f__Porticoccaceae	0.953907802221503
17b235e132f97d41be8c6a4840d07ca8	d__Bacteria; p__Pseudomonadota; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae	0.9997352690958345
17be34aa660f830a3a3c5264836790ce	d__Bacteria	0.9999999999995857
17cc812929a4cd94ee2412f3e991ce79	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Cellulomonadaceae; g__Cellulosimicrobium	0.9967019898420428
17ff9cd648045b208e728e2282d19bd6	d__Bacteria; p__Bacillota_A_368345; c__Clostridia_258483; o__Clostridiales; f__Clostridiaceae_222000; g__Clostridium_H_221916; s__Clostridium_H_221916 haemolyticum	0.9794995141174512
1846a98bcb0546d7363019ceba1e6047	d__Bacteria; p__Chloroflexota; c__Chloroflexia; o__Thermomicrobiales; f__; g__; s__	0.9999955276979157
18871653cbc638e9ea8d6e443c09d752	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales; f__Micrococcaceae; g__Glutamicibacter	0.8490784925802096
19176c5ce61aff3fe37cf0c61959c202	d__Bacteria; p__Bacillota_I; c__Bacilli_A; o__Staphylococcales; f__; g__; s__	0.9731595538900969
19687eff3d8ed63d268378870a7061f5	d__Bacteria; p__Actinomycetota; c__Actinomycetes; o__Actinomycetales	0.9994670921807842
1968817365cfc981db2577dae885832b	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales_B_877923; f__Weeksellaceae; g__Moheibacter; s__	0.9999998980657859
19b02c07dbac4be0235a743f2307a3e2	d__Bacteria; p__Bdellovibrionota_473306; c__Bacteriovoracia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__21-14-all-39-27; s__21-14-all-39-27 sp002786715	0.8739580143670205
